name,website,type,use,address,area,ownership,Geom,geo_point_2d,latitude,longitude
Roedde House,www.roeddehouse.org,Museum/Gallery,Museum/Gallery,"1415 Barclay St, Vancouver, BC, V6G 1J6",West End,City of Vancouver,"{""coordinates"": [-123.132187, 49.286863], ""type"": ""Point""}","49.286863, -123.132187",49.286863,-123.132187
Canadian Music Centre (BC Region),http://www.musiccentre.ca/regions/british-columbia?field_event_region_value_many_to_one=3,Museum/Gallery,Library/Archives,"837 Davie St, Vancouver, BC, V6Z 1B7",Downtown,Privately Owned,"{""coordinates"": [-123.127484, 49.278055], ""type"": ""Point""}","49.278055, -123.127484",49.278055,-123.127484
Colbourne House/ Marpole Museum,http://www.marpolehistorical.ca?,Museum/Gallery,Museum/Gallery,"8743 Sw Marine Dr, Vancouver, BC, V6P 6A5",Marpole,City of Vancouver,"{""coordinates"": [-123.1423354, 49.2064788], ""type"": ""Point""}","49.2064788, -123.1423354",49.2064788,-123.1423354
Science World At Telus World Of Science,www.scienceworld.ca?,Museum/Gallery,Garden/Aquarium/Science Centre,"1455 Quebec St, Vancouver, BC, V6A 3Z7",Downtown,Government,"{""coordinates"": [-123.103652, 49.273743], ""type"": ""Point""}","49.273743, -123.103652",49.273743,-123.103652
Spirit Wrestler Gallery,www.spiritwrestler.com,Museum/Gallery,Museum/Gallery,"47 Water St, Vancouver, BC, V6B 1A1",Downtown,Privately Owned,"{""coordinates"": [-123.105348, 49.2837331], ""type"": ""Point""}","49.2837331, -123.105348",49.2837331,-123.105348
Teck Gallery,https://www.sfu.ca/galleries/teck-gallery.html,Museum/Gallery,Museum/Gallery,"515 W Hastings St, Vancouver, BC, V6B 0B2",Downtown,Privately Owned,"{""coordinates"": [-123.1119735, 49.2841655], ""type"": ""Point""}","49.2841655, -123.1119735",49.2841655,-123.1119735
Writers' Exchange,,Studio/Rehearsal,Workshop,"881 E Hastings St, Vancouver, BC, V6A 1R8",Strathcona,Privately Owned,"{""coordinates"": [-123.0853822, 49.2811097], ""type"": ""Point""}","49.2811097, -123.0853822",49.2811097,-123.0853822
BAF Studio,http://www.burrardarts.org/about.html,Museum/Gallery,Museum/Gallery,"108 E Broadway Av, Vancouver, BC, V5T 1V9",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.102505, 49.262669], ""type"": ""Point""}","49.262669, -123.102505",49.262669,-123.102505
Bill Reid Gallery,www.billreidgallery.ca,Museum/Gallery,Museum/Gallery,"639 Hornby St, Vancouver, BC, V6C 2G3",Downtown,Privately Owned,"{""coordinates"": [-123.119819, 49.284308], ""type"": ""Point""}","49.284308, -123.119819",49.284308,-123.119819
Coastal Peoples Fine Arts Gallery Yaletown,http://www.coastalpeoples.com,Museum/Gallery,Museum/Gallery,"1024 Mainland St, Vancouver, BC, V6B 2T4",Downtown,Privately Owned,"{""coordinates"": [-123.119591, 49.2762084], ""type"": ""Point""}","49.2762084, -123.119591",49.2762084,-123.119591
Colbourne House/ Marpole Museum,http://www.marpolehistorical.ca?,Museum/Gallery,Museum/Gallery,"8743 Sw Marine Dr, Vancouver, BC, V6P 6A5",Marpole,City of Vancouver,"{""coordinates"": [-123.1423354, 49.2064788], ""type"": ""Point""}","49.2064788, -123.1423354",49.2064788,-123.1423354
Emily Carr Institute of Art + Design 1612 Gallery,,Museum/Gallery,Museum/Gallery,"1612 W 3rd Av, Vancouver, BC, V6J 1K2",Fairview,,"{""coordinates"": [-123.1411548, 49.2688004], ""type"": ""Point""}","49.2688004, -123.1411548",49.2688004,-123.1411548
Granville Island,,Community Space,Plaza/Park/Band Shell,", Vancouver, BC,",Fairview,Government,"{""coordinates"": [-123.134845, 49.269463], ""type"": ""Point""}","49.269463, -123.134845",49.269463,-123.134845
Great Northern Way Scene Shop,www.gnwshop.ca?,Studio/Rehearsal,Workshop,"281 Industrial, Vancouver, BC, V5A 2P2",Strathcona,City of Vancouver,"{""coordinates"": [-123.098432, 49.270087], ""type"": ""Point""}","49.270087, -123.098432",49.270087,-123.098432
Harrison Galleries,www.harrisongalleries.com,Museum/Gallery,Museum/Gallery,"901 Homer St, Vancouver, BC, V6B 2W6",Downtown,Privately Owned,"{""coordinates"": [-123.1184779, 49.2784569], ""type"": ""Point""}","49.2784569, -123.1184779",49.2784569,-123.1184779
Hill's Native Art,www.hillsnativeart.com,Museum/Gallery,Museum/Gallery,"165 Water St, Vancouver, BC, V6B 1A7",Downtown,Privately Owned,"{""coordinates"": [-123.1081528, 49.2844721], ""type"": ""Point""}","49.2844721, -123.1081528",49.2844721,-123.1081528
Interurban Gallery,,Museum/Gallery,Museum/Gallery,"1 E Hastings St, Vancouver, BC, V6A 1M9",Downtown,Privately Owned,"{""coordinates"": [-123.1043161, 49.2815282], ""type"": ""Point""}","49.2815282, -123.1043161",49.2815282,-123.1043161
Jennifer Kostuik Gallery,www.kostuikgallery.com?,Museum/Gallery,Museum/Gallery,"1070 Homer St, Vancouver, BC, V6B 2W9",Downtown,Privately Owned,"{""coordinates"": [-123.1211143, 49.2766268], ""type"": ""Point""}","49.2766268, -123.1211143",49.2766268,-123.1211143
Oppenheimer Park,,Community Space,Plaza/Park/Band Shell,", Vancouver, BC,",Strathcona,Park Board/COV,"{""coordinates"": [-123.094341, 49.282643], ""type"": ""Point""}","49.282643, -123.094341",49.282643,-123.094341
PNE Amphitheatre,http://www.49st.com/venue/pne-amphitheatre#info,Community Space,Plaza/Park/Band Shell,"2901 E Hastings St, Vancouver, BC, V5K 5J1",Hastings-Sunrise,City of Vancouver,"{""coordinates"": [-123.037295, 49.28416], ""type"": ""Point""}","49.28416, -123.037295",49.28416,-123.037295
Unit/Pitt Projects,www.helenpittgallery.org,Museum/Gallery,Museum/Gallery,"236 E Pender St, Vancouver, BC, V6A 1T7",Strathcona,Privately Owned,"{""coordinates"": [-123.098813, 49.280103], ""type"": ""Point""}","49.280103, -123.098813",49.280103,-123.098813
221A Artist Run Centre Society,www.221a.ca?,Museum/Gallery,Museum/Gallery,"16-1265 Howe St, Vancouver, BC, V6Z 1R3",Downtown,Privately Owned,"{""coordinates"": [-123.0988265, 49.278806], ""type"": ""Point""}","49.278806, -123.0988265",49.278806,-123.0988265
Art Emporium,http://www.theartemporium.ca,Museum/Gallery,Museum/Gallery,"2928 Granville St, Vancouver, BC, V6H 3J7",Fairview,Privately Owned,"{""coordinates"": [-123.1383072, 49.2593906], ""type"": ""Point""}","49.2593906, -123.1383072",49.2593906,-123.1383072
Bill Reid Gallery,www.billreidgallery.ca,Museum/Gallery,Museum/Gallery,"639 Hornby St, Vancouver, BC, V6C 2G3",Downtown,Privately Owned,"{""coordinates"": [-123.119819, 49.284308], ""type"": ""Point""}","49.284308, -123.119819",49.284308,-123.119819
Djavad Mowafaghian Cinema,http://www.sfu.ca/mecs/facilities/goldcorp-centre-for-the-arts/meeting-rooms/djavadmowafaghian.html,Theatre/Performance,Cinema,"149 W Hastings St, Vancouver, BC, V6B 1H4",Downtown,Other,"{""coordinates"": [-123.108528, 49.282364], ""type"": ""Point""}","49.282364, -123.108528",49.282364,-123.108528
Douglas Udell Gallery,www.douglasudellgallery.com?,Museum/Gallery,Museum/Gallery,"1566 W 6th Av, Vancouver, BC, V6J 1R2",Fairview,Privately Owned,"{""coordinates"": [-123.1422296, 49.2660537], ""type"": ""Point""}","49.2660537, -123.1422296",49.2660537,-123.1422296
Fifth Avenue Cinemas,https://www.cineplex.com/Theatre/fifth-avenue-cinemas/,Theatre/Performance,Cinema,"2110 Burrard St, Vancouver, BC, V6J 3H6",Kitsilano,Privately Owned,"{""coordinates"": [-123.1455584, 49.2670183], ""type"": ""Point""}","49.2670183, -123.1455584",49.2670183,-123.1455584
Granville Fine Arts,www.granvillefineart.com?,Museum/Gallery,Museum/Gallery,"2447 Granville St, Vancouver, BC, V6H 3G5",Fairview,Privately Owned,"{""coordinates"": [-123.1386339, 49.2638926], ""type"": ""Point""}","49.2638926, -123.1386339",49.2638926,-123.1386339
Kitsilano Showboat,http://www.kitsilanoshowboat.com/showboat.html,Community Space,Plaza/Park/Band Shell,"2300 Cornwall Av, Vancouver, BC, V6K 1B7",Kitsilano,City of Vancouver,"{""coordinates"": [-123.1573621, 49.2725956], ""type"": ""Point""}","49.2725956, -123.1573621",49.2725956,-123.1573621
Trench Gallery,www.trenchgallery.com,Museum/Gallery,Museum/Gallery,"102-148 Alexander St, Vancouver, BC, V6A 1B5",Downtown,Privately Owned,"{""coordinates"": [-123.1010921, 49.2839469], ""type"": ""Point""}","49.2839469, -123.1010921",49.2839469,-123.1010921
Artstarts in Schools,www.artstarts.com,Museum/Gallery,Museum/Gallery,"808 Richards St, Vancouver, BC, V6B 3A7",Downtown,Privately Owned,"{""coordinates"": [-123.1179808, 49.2799985], ""type"": ""Point""}","49.2799985, -123.1179808",49.2799985,-123.1179808
Catriona Jeffries Gallery,www.catrionajeffries.com?,Museum/Gallery,Museum/Gallery,"274 E 1st Av, Vancouver, BC, V5T 1A6",Strathcona,Privately Owned,"{""coordinates"": [-123.0980394, 49.2687198], ""type"": ""Point""}","49.2687198, -123.0980394",49.2687198,-123.0980394
Dynamo Arts Association,www.dynamoarts.tumblr.com?,Museum/Gallery,Museum/Gallery,"30 E 6th Ave, Vancouver, BC, V5T 1J4",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.1040486, 49.2653017], ""type"": ""Point""}","49.2653017, -123.1040486",49.2653017,-123.1040486
Equinox Gallery,www.equinoxgallery.com,Museum/Gallery,Museum/Gallery,"525 Great Northern Way, Vancouver, BC, V5T 1E1",Strathcona,Privately Owned,"{""coordinates"": [-123.09226, 49.267609], ""type"": ""Point""}","49.267609, -123.09226",49.267609,-123.09226
Monte Clark Gallery,www.monteclarkgallery.com,Museum/Gallery,Museum/Gallery,"525 Great Northern Way, Vancouver, BC, V5T 1E1",Strathcona,Privately Owned,"{""coordinates"": [-123.0921743, 49.26761], ""type"": ""Point""}","49.26761, -123.0921743",49.26761,-123.0921743
The Lab - Vancouver Art and Leisure,http://www.vanartleisure.com/,Studio/Rehearsal,Workshop,"101 W 6th Av, Vancouver, BC, V5Y 1K3",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.106972, 49.265745], ""type"": ""Point""}","49.265745, -123.106972",49.265745,-123.106972
CBC Outdoor Stage,http://www.cbc.ca,Community Space,Plaza/Park/Band Shell,"700 Hamilton, Vancouver, BC, V6B 2R5",Downtown,Government,"{""coordinates"": [-123.114669, 49.279299], ""type"": ""Point""}","49.279299, -123.114669",49.279299,-123.114669
Cineplex Odeon International Village Cinemas,http://www.cineplex.com/Theatre/Cineplex-Odeon-International-Village-Cinemas,Theatre/Performance,Cinema,"88 W Pender St, Vancouver, BC, V6B 6N9",Downtown,Privately Owned,"{""coordinates"": [-123.106621, 49.280474], ""type"": ""Point""}","49.280474, -123.106621",49.280474,-123.106621
Dynamo Arts Association,www.dynamoarts.tumblr.com?,Museum/Gallery,Museum/Gallery,"30 E 6th Ave, Vancouver, BC, V5T 1J4",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.1040486, 49.2653017], ""type"": ""Point""}","49.2653017, -123.1040486",49.2653017,-123.1040486
Gallery Gachet,www.gachet.org?,Museum/Gallery,Museum/Gallery,"88 E Cordova St, Vancouver, BC, V6A 1K2",Downtown,Privately Owned,"{""coordinates"": [-123.102645, 49.2821], ""type"": ""Point""}","49.2821, -123.102645",49.2821,-123.102645
221A Artist Run Centre,www.221a.ca/?,Museum/Gallery,Museum/Gallery,"221 E Georgia St, Vancouver, BC, V6A 1Z6",Strathcona,Privately Owned,"{""coordinates"": [-123.098796, 49.278786], ""type"": ""Point""}","49.278786, -123.098796",49.278786,-123.098796
Artspeak Gallery,www.artspeak.ca/?,Museum/Gallery,Museum/Gallery,"233 Carrall St, Vancouver, BC, V6B 2J2",Downtown,Non-Profit,"{""coordinates"": [-123.104299, 49.282941], ""type"": ""Point""}","49.282941, -123.104299",49.282941,-123.104299
City of Vancouver Archives,www.vancouver.cayour-government/city-of-vancouver-archives.aspx?,Museum/Gallery,Library/Archives,"1150 Chestnut St, Vancouver, BC, V6J 3J9",Kitsilano,City of Vancouver,"{""coordinates"": [-123.142663, 49.276084], ""type"": ""Point""}","49.276084, -123.142663",49.276084,-123.142663
Basic Inquiry,http://www.lifedrawing.org/index.html,Museum/Gallery,Museum/Gallery,"1011 Main St, Vancouver, BC, V6A 4L4",Downtown,Privately Owned,"{""coordinates"": [-123.1000334, 49.2758184], ""type"": ""Point""}","49.2758184, -123.1000334",49.2758184,-123.1000334
Dynamo Arts Association,www.dynamoarts.tumblr.com?,Museum/Gallery,Museum/Gallery,"30 E 6th Ave, Vancouver, BC, V5T 1J4",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.1040486, 49.2653017], ""type"": ""Point""}","49.2653017, -123.1040486",49.2653017,-123.1040486
Hill's Native Art,www.hillsnativeart.com,Museum/Gallery,Museum/Gallery,"165 Water St, Vancouver, BC, V6B 1A7",Downtown,Privately Owned,"{""coordinates"": [-123.1081528, 49.2844721], ""type"": ""Point""}","49.2844721, -123.1081528",49.2844721,-123.1081528
John Hendry Park (Trout Lake),,Community Space,Plaza/Park/Band Shell,"3300 Victoria Dr, Vancouver, BC, V5N 4L9",Kensington-Cedar Cottage,Vancouver Park Board/COV,"{""coordinates"": [-123.06391, 49.25716], ""type"": ""Point""}","49.25716, -123.06391",49.25716,-123.06391
Kitsilano Showboat,http://www.kitsilanoshowboat.com/showboat.html,Community Space,Plaza/Park/Band Shell,"2300 Cornwall Av, Vancouver, BC, V6K 1B7",Kitsilano,City of Vancouver,"{""coordinates"": [-123.1573621, 49.2725956], ""type"": ""Point""}","49.2725956, -123.1573621",49.2725956,-123.1573621
Or Gallery,www.orgallery.org?,Museum/Gallery,Museum/Gallery,"555 Hamilton St, Vancouver, BC, V6B 2R1",Downtown,Privately Owned,"{""coordinates"": [-123.112094, 49.281406], ""type"": ""Point""}","49.281406, -123.112094",49.281406,-123.112094
Rennie Collection at Wing Sang,,Museum/Gallery,Museum/Gallery,"51 E Pender St, Vancouver, BC, V6A 1S9",Downtown,Privately Owned,"{""coordinates"": [-123.1031317, 49.2806995], ""type"": ""Point""}","49.2806995, -123.1031317",49.2806995,-123.1031317
Rio Theatre,www.riotheatre.ca?,Theatre/Performance,Cinema,"1660 E Broadway, Vancouver, BC, V5N 1W1",Kensington-Cedar Cottage,Privately Owned,"{""coordinates"": [-123.0704852, 49.2620042], ""type"": ""Point""}","49.2620042, -123.0704852",49.2620042,-123.0704852
UBC Museum of Anthropology,http://moa.ubc.ca/,Museum/Gallery,Museum/Gallery,"6393 NW Marine Dr, Vancouver, BC, V6T 1Z2",UBC,Other,"{""coordinates"": [-123.259174, 49.26907], ""type"": ""Point""}","49.26907, -123.259174",49.26907,-123.259174
Vancouver Art Gallery North Plaza,,Community Space,Plaza/Park/Band Shell,"Vancouver, BC",Downtown,City of Vancouver,"{""coordinates"": [-123.119848, 49.283113], ""type"": ""Point""}","49.283113, -123.119848",49.283113,-123.119848
Vancouver Maritime Museum,www.vancouvermaritimemuseum.com,Museum/Gallery,Museum/Gallery,"1905 Ogden Av, Vancouver, BC, V6J 1A3",Kitsilano,City of Vancouver,"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}","49.277465, -123.147587",49.277465,-123.147587
Wall Centre Plaza,,Community Space,Plaza/Park/Band Shell,"1088 Burrard St, Vancouver, BC, V6Z 2R9",Downtown,Privately Owned,"{""coordinates"": [-123.1265368, 49.2801175], ""type"": ""Point""}","49.2801175, -123.1265368",49.2801175,-123.1265368
Alliance For Arts And Culture,http://www.allianceforarts.com,Museum/Gallery,Library/Archives,"938 Howe St, Vancouver, BC, V6Z 1N9",Downtown,Privately Owned,"{""coordinates"": [-123.1228359, 49.2803099], ""type"": ""Point""}","49.2803099, -123.1228359",49.2803099,-123.1228359
Architectural Institute of BC Gallery,www.aibc.ca,Museum/Gallery,Museum/Gallery,"440 Cambie St, Vancouver, BC, V6B 2N5",Downtown,,"{""coordinates"": [-123.1095005, 49.2817199], ""type"": ""Point""}","49.2817199, -123.1095005",49.2817199,-123.1095005
Arts Club Theatre - Production Centre,,Studio/Rehearsal,Workshop,"1377 Cartwright St, Vancouver, BC, V6H 3R7",Fairview,Government,"{""coordinates"": [-123.1347122, 49.2700047], ""type"": ""Point""}","49.2700047, -123.1347122",49.2700047,-123.1347122
Artstarts In Schools,www.artstarts.com,Museum/Gallery,Museum/Gallery,"808 Richards St, Vancouver, BC, V6B 3A7",Downtown,Privately Owned,"{""coordinates"": [-123.1179808, 49.2799985], ""type"": ""Point""}","49.2799985, -123.1179808",49.2799985,-123.1179808
Bau-Xi Gallery,www.bau-xi.com,Museum/Gallery,Museum/Gallery,"3045 Granville St, Vancouver, BC, V6H 3J9",Fairview,Privately Owned,"{""coordinates"": [-123.1391799, 49.258496], ""type"": ""Point""}","49.258496, -123.1391799",49.258496,-123.1391799
Djavad Mowafaghian Cinema,http://www.sfu.ca/mecs/facilities/goldcorp-centre-for-the-arts/meeting-rooms/djavadmowafaghian.html,Theatre/Performance,Cinema,"149 W Hastings St, Vancouver, BC, V6B 1H4",Downtown,Other,"{""coordinates"": [-123.108528, 49.282364], ""type"": ""Point""}","49.282364, -123.108528",49.282364,-123.108528
Dundarave Print Workshop & Gallery,www.dundaraveprintworkshop.com,Museum/Gallery,Museum/Gallery,"1640 Johnston St, Vancouver, BC, V6H 3S2",Fairview,Privately Owned,"{""coordinates"": [-123.1353489, 49.2721848], ""type"": ""Point""}","49.2721848, -123.1353489",49.2721848,-123.1353489
Gam Gallery,http://gamgallery.com/contact/,Museum/Gallery,Museum/Gallery,"110 E Hastings St, Vancouver, BC, V6N 1N4",Downtown,,"{""coordinates"": [-123.101858, 49.2813343], ""type"": ""Point""}","49.2813343, -123.101858",49.2813343,-123.101858
Little Mountain Gallery,www.littlemountaingallery.com,Museum/Gallery,Museum/Gallery,"195 E 26th Av, Vancouver, BC, V5V 2G8",Riley Park,Privately Owned,"{""coordinates"": [-123.1014023, 49.2480158], ""type"": ""Point""}","49.2480158, -123.1014023",49.2480158,-123.1014023
Lumbermen's Arch,,Community Space,Plaza/Park/Band Shell,", Vancouver, BC,",,City of Vancouver,"{""coordinates"": [-123.131707, 49.302981], ""type"": ""Point""}","49.302981, -123.131707",49.302981,-123.131707
New Leaf Editions,www.newleafeditions.com?,Studio/Rehearsal,Workshop,"1370 Cartwright St, Vancouver, BC, V6H 3R7",Fairview,Privately Owned,"{""coordinates"": [-123.134665, 49.269841], ""type"": ""Point""}","49.269841, -123.134665",49.269841,-123.134665
Rennie collection at Wing Sang,,Museum/Gallery,Museum/Gallery,"51 E Pender St, Vancouver, BC, V6A 1S9",Downtown,Privately Owned,"{""coordinates"": [-123.1031317, 49.2806995], ""type"": ""Point""}","49.2806995, -123.1031317",49.2806995,-123.1031317
UBC Museum of Anthropology,http://moa.ubc.ca/,Museum/Gallery,Museum/Gallery,"6393 NW Marine Dr, Vancouver, BC, V6T 1Z2",,Other,"{""coordinates"": [-123.259174, 49.26907], ""type"": ""Point""}","49.26907, -123.259174",49.26907,-123.259174
Vancity Theatre,http://www.viff.org/theatre/facility-info,Theatre/Performance,Cinema,"1181 Seymour St, Vancouver, BC, V6B 3M7",Downtown,Privately Owned,"{""coordinates"": [-123.124732, 49.276974], ""type"": ""Point""}","49.276974, -123.124732",49.276974,-123.124732
BC Sports Hall of Fame Museum,www.bcsportshalloffame.com,Museum/Gallery,Museum/Gallery,"777 Pacific Blvd S, Vancouver, BC, V6B 4Y8",Downtown,Government,"{""coordinates"": [-123.110438, 49.27619], ""type"": ""Point""}","49.27619, -123.110438",49.27619,-123.110438
CBC Outdoor Stage,http://www.cbc.ca,Community Space,Plaza/Park/Band Shell,"700 Hamilton St, Vancouver, BC, V6B 2R5",Downtown,Government,"{""coordinates"": [-123.114669, 49.279299], ""type"": ""Point""}","49.279299, -123.114669",49.279299,-123.114669
Ceperley Meadow,,Community Space,Plaza/Park/Band Shell,"8701 Stanley Park Dr, Vancouver, BC, V6G 3E2",Stanley Park,City of Vancouver,"{""coordinates"": [-123.148518, 49.293772], ""type"": ""Point""}","49.293772, -123.148518",49.293772,-123.148518
Contemporary Art Gallery,www.contemporaryartgallery.ca?,Museum/Gallery,Museum/Gallery,"555 Nelson St, Vancouver, BC, V6B 6R5",Downtown,Privately Owned,"{""coordinates"": [-123.121183, 49.278238], ""type"": ""Point""}","49.278238, -123.121183",49.278238,-123.121183
Dr. Sun Yat-Sen Classical Chinese Garden,www.vancouverchinesegarden.com?,Museum/Gallery,Garden/Aquarium/Science Centre,"578 Carrall St, Vancouver, BC, V6B 5K2",Downtown,City of Vancouver,"{""coordinates"": [-123.104168, 49.279983], ""type"": ""Point""}","49.279983, -123.104168",49.279983,-123.104168
Elan Fine Arts,https://elanfineart.ca/,Museum/Gallery,Museum/Gallery,"4-258 E 1st Av, Vancouver, BC, V5T 1A6",Strathcona,Privately Owned,"{""coordinates"": [-123.098404, 49.268958], ""type"": ""Point""}","49.268958, -123.098404",49.268958,-123.098404
