parent_company,name,postal_code,address,latitude,longitude,stars_fair,stars,review_count,categories,RestaurantsReservations,RestaurantsPriceRange2,NoiseLevel,OutdoorSeating,ByAppointmentOnly,DietaryRestrictions,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
1482569 B.C. LTD.,Blenz Coffee,V6E 1N4,1203 Davie Street,49.28197854890001,-123.1333607624,3.4404761904761907,3.5,37,"Local Flavor, Food, Sandwiches, Restaurants, Coffee & Tea",,1.0,,True,,,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0
1501992 BC Ltd,Good Sushi,V5V 4E4,3916 Fraser Street,49.2498702,-123.0896868,3.9038461538461537,4.0,47,"Restaurants, Japanese, Sushi Bars",,2.0,,,,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0
Parq Vancouver Limited Partnership,Honey Salt,V6B 0R3,39 Smithe Street,49.2753742,-123.1128477,3.488372093023256,3.5,210,"Restaurants, Honey, Breakfast & Brunch, Canadian (New), Nightlife, Lounges, Bars, Food, Juice Bars & Smoothies",True,2.0,u'average',False,,,6:30-23:30,6:30-23:30,6:30-23:30,6:30-23:30,6:30-23:30,6:30-23:30,6:30-23:30
Parq Vancouver Limited Partnership,The Victor,V6B 0R3,39 Smithe Street,49.2754056989,-123.1121986054,3.485955056179775,3.5,173,"Steakhouses, Seafood, Canadian (New), Restaurants",True,4.0,u'average',,,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,
Shawn Donald Chesney & So Ran Im,Oyster Express,V6A 1X5,296 Keefer Street,49.2792784082,-123.0973971309,4.452830188679245,4.5,154,"Nightlife, Seafood, Bars, Cafes, Restaurants",False,2.0,u'average',False,,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,
Woodstock Investments Inc,Chaise Lounge Restaurant,V5V 3R3,4444 Main St,49.2451594,-123.1009995,3.4820143884892087,3.5,134,"Nightlife, American (Traditional), Diners, Restaurants, Lounges, Bars",True,2.0,u'loud',True,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,9:0-0:0,9:0-0:0
Whole Foods Market - Wo Inc,Whole Foods Market,V6G 1C8,1675 Robson Street,49.2901006,-123.1327107,3.4759615384615383,3.5,99,"Sandwiches, Health Markets, Shopping, Specialty Food, Restaurants, Food, Grocery, Organic Stores, Delis",False,2.0,u'average',True,,,0:0-0:0,7:0-22:0,7:0-22:0,8:0-21:0,9:0-20:0,9:0-20:0,8:0-21:0
Whole Foods Market - Wo Inc,Whole Foods Market,V6K 1N9,2285 W 4th Avenue,49.268467,-123.157047,3.0,3.0,36,"Health Markets, Food, Juice Bars & Smoothies, Specialty Food, Grocery, Organic Stores",,3.0,,,,,0:0-0:0,7:30-22:0,7:30-22:0,8:0-21:0,9:0-20:0,9:0-20:0,8:0-21:0
Durae Enterprises Ltd,Sushi Ville,V5N 4B2,2068 Commercial Drive,49.2662408,-123.0696654,3.0,3.0,131,"Restaurants, Sushi Bars, Japanese",True,2.0,'average',True,,,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,11:30-0:0,11:30-23:0
Tayo Enterprises Limited,Subway,V5N 4C1,2569 Commercial Drive,49.261673,-123.070049,2.0,1.5,10,"Restaurants, Fast Food, Sandwiches",False,1.0,u'average',False,,,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,9:0-23:0,9:0-23:0
Livanas Holding Company Ltd,Helen's Grill,V5V 3P7,4102 Main Street,49.2486433,-123.1007253,3.467532467532468,3.5,72,"Greek, Breakfast & Brunch, Diners, Restaurants, Mediterranean",False,1.0,u'average',False,,,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-20:0,8:0-20:0,8:0-18:0
Pacific Institute Of Culinary Arts Inc,Pacific Institute of Culinary Arts,V6H 3Y4,101-1505 2nd Avenue W,49.269877,-123.137902,3.891304347826087,4.0,41,"Event Planning & Services, Art Schools, Cooking Schools, Restaurants, Caterers, Canadian (New), Vocational & Technical School, American (New), Specialty Schools, Education",True,2.0,u'average',False,False,,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,,
Stepho's Place Restaurant Ltd,Stepho's Souvlaki Greek Taverna,V6E 1N1,1124 Davie St,49.2806316,-123.1321013,3.0,3.0,555,"Specialty Food, Restaurants, Sandwiches, Greek, Mediterranean, Ethnic Food, Food",False,2.0,u'average',True,,,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30
O&K Restaurant Ltd,Golden Ocean Seafood Restaurant,V6M 1Y8,2046 W 41st Avenue,49.2343601354,-123.1533913129,3.473684210526316,3.5,90,"Dim Sum, Restaurants, Seafood, Chinese",True,2.0,u'loud',False,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
T K Tripple Enterprises Ltd,Subway,V5W 2Z9,6191 Fraser Street,49.2284157,-123.0908629,3.0,3.0,7,"Fast Food, Restaurants, Sandwiches",False,1.0,u'quiet',False,,,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,8:0-0:0,8:0-0:0
Zefferelli's Restaurant Ltd,Zefferelli's,V6E 1B2,1136 Robson Street,49.28502720000001,-123.126053,3.9883177570093458,4.0,423,"Food, Italian, Specialty Food, Restaurants, Bars, Nightlife",True,2.0,u'average',False,,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,17:0-23:0,17:0-22:0
Chili Pepper Cuisine Ltd,Chili Pepper House,V5R 5J6,3003 Kingsway,49.2362803934,-123.0417118816,3.966216216216216,4.0,143,"Chinese, Restaurants, Indian, Hakka, Asian Fusion",True,2.0,u'average',False,,,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-23:0,16:0-23:0,16:0-22:30
Wing Cheong Lau & John Leung & Shing Leung Shum,54th Ave Cafe Restaurant,V5S 4W2,7088 Kerr St,49.2193273971,-123.0411094018,2.5625,2.5,35,"Restaurants, Chinese",False,2.0,'average',False,,,,,,,,,
Baan Wasana Thai Restaurant Inc,Baan Wasana Thai Restaurant,V6M 1Z6,2143 41st Avenue W,49.2347188,-123.156672,3.458333333333333,3.5,55,"Restaurants, Thai",True,2.0,u'quiet',False,,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
GNE Food Services Ltd,Congee Noodle King,V5R 5K6,3313 Kingsway,49.2340119,-123.0352551,3.0,3.0,130,"Chinese, Noodles, Food, Restaurants",True,2.0,'loud',False,,,9:0-1:0,9:0-1:0,,9:0-1:0,9:0-2:0,9:0-2:0,9:0-1:0
Tamaru Shoten Marketing Corp,Kingyo,V6G 2L9,871 Denman Street,49.2906302,-123.1370603,4.491176470588235,4.5,845,"Japanese, Tapas/Small Plates, Tapas Bars, Restaurants",True,2.0,u'average',False,,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
CKM Investments Ltd,The Basic,V6G 2M1,948 Denman Street,49.289889,-123.1376668,3.0,3.0,59,"Breakfast & Brunch, Restaurants",False,2.0,u'average',True,,,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0
0768638 BC Ltd,La Buca Restaurant,V6L 2N8,4025 MacDonald Street,49.250648,-123.168016,3.9166666666666665,4.0,55,"Italian, Restaurants",True,3.0,u'very_loud',False,,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-22:0,17:0-22:0,17:0-21:30
537271 BC Ltd,Melriches Coffeehouse,V6E 1N3,1244 Davie St,49.2822726,-123.1343617,3.467948717948718,3.5,73,"Coffee & Tea, Food",,1.0,,True,,,,,,,,,
Huy Dinh Bui (Huy Bui),Hanoi Pho Restaurant,V6A 1P7,406 E Hastings Street,49.281101,-123.0951597,3.920634920634921,4.0,58,"Restaurants, Vegetarian, Vietnamese, Noodles",True,1.0,u'quiet',False,,,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,
Applause Restaurant Ltd,Applause Japanese Restaurant,V6P 4A8,8269 Oak Street,49.2109326,-123.1305183,3.4789915966386555,3.5,114,"Noodles, Japanese, Restaurants, Sushi Bars",True,2.0,u'average',False,,,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:0,11:30-22:0,12:0-21:30
0783348 BC Ltd,Axum Restaurant,V6A 1S4,1279 E Hastings Street,49.2814936637,-123.0777958231,4.379032258064516,4.5,57,"Ethiopian, Restaurants",True,2.0,u'quiet',False,,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
Original Tandoori Kitchen Ltd,Original Tandoori Kitchen,V5X 3J3,7215 Main Street,49.219006,-123.101867,3.0,3.0,58,"Indian, Restaurants",True,2.0,u'average',False,,,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,12:30-23:0,12:30-23:0
Edward Walter Lee (Edward Lee),Symphonie Restaurant,V6E 4G1,"1140 Pender Street W, Suite 120",49.2877928912,-123.1217961386,3.9056603773584895,4.0,48,"Restaurants, Filipino, Sandwiches, Canadian (New), Comfort Food",True,1.0,'average',False,,,6:30-15:30,6:30-15:30,6:30-15:30,6:30-15:30,6:30-15:30,,
Wentworth Restaurants Inc,Tableau Bar Bistro,V6E 0A3,1181 Melville Street,49.287494,-123.1235689,3.977272727272727,4.0,215,"French, Bistros, Restaurants, Bars, Nightlife, Wine Bars",True,2.0,u'average',True,,,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,10:30-0:0,10:30-23:0
Kwang Hee Cho & Mi Young Cho,Time Out Cafe,V6E 4P6,1150 Melville Street,49.2869717,-123.1234005,1.7692307692307692,1.0,8,"Restaurants, Cafes, Sandwiches",,,,,,,,,,,,,
Anthony Tse Investment Ltd,Vera's Burger Shack,V5T 3G3,2922 Main Street,49.2589048,-123.100842,3.926470588235294,4.0,63,"Fast Food, Restaurants, Burgers",False,2.0,u'average',True,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
0921868 BC Ltd,To Dine For Eatery,V6A 4C1,333 Terminal Avenue,49.272541,-123.0958166,4.392857142857143,4.5,65,"Coffee & Tea, Food, Burgers, Breakfast & Brunch, Korean, Restaurants, Vegan",True,2.0,u'quiet',False,,,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,,
Dark Table Restaurant Inc,Dark Table,V6K 1P8,2611 W 4th Avenue,49.2684762,-123.1647896,3.988789237668161,4.0,441,"Canadian (New), Restaurants",True,3.0,u'average',True,,,17:30-21:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:30,17:30-22:30,17:30-22:30
(Cai Li),Sushi Dragon,V5Z 1G1,614 West Broadway,49.2630952,-123.1182667,3.4705882352941178,3.5,80,"Restaurants, Sushi Bars, Japanese",True,1.0,u'average',False,,,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
Tandoori Fusion Indian Cuisine Ltd,Tandoori Fusion,V6K 2G7,2872 W Broadway,49.2639679,-123.1695571,3.957983193277311,4.0,114,"Indian, Restaurants",True,2.0,u'average',True,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,12:0-22:0
Tractor Everyday Healthy Foods Ltd,Tractor,V6J 1M7,1903 W 4th Avenue,49.2682032,-123.1481767,3.483552631578948,3.5,147,"Sandwiches, Food, Fruits & Veggies, Restaurants, Salad, Soup, Vegetarian, Specialty Food",False,2.0,u'average',True,,,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
Kanetamaru Holdings Inc,Yuji's From Japan,V6R 4N6,2083 Alma Street,49.26789779999999,-123.1857435,3.9,4.0,45,"Restaurants, Japanese, Tapas/Small Plates, Sushi Bars",True,2.0,u'average',False,,,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,
Kadoya Japanese Restaurant Ltd,Kadoya Japanese Restaurant,V6E 1M5,1063 Davie St,49.2802392,-123.1305632,3.487562189054726,3.5,196,"Japanese, Sushi Bars, Restaurants",True,2.0,u'average',False,,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
0944075 BC Ltd,O Sushi,V6Z 1E4,742 Granville Street,49.2819929954,-123.1190859014,3.0,3.0,58,"Restaurants, Sushi Bars, Japanese",False,2.0,u'average',False,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-21:0,12:0-21:0
(Yuji Nagaya),Sushi By Yuji,V5N 2T7,2252 Kingsway,49.2424827,-123.0598354,3.962121212121212,4.0,127,"Restaurants, Sushi Bars, Japanese",True,2.0,u'average',False,,,,17:30-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:0
Ameri City Enterprises Ltd,The Red Umbrella Cafe,V6G 1W5,1707 Davie Street,49.286402,-123.1403028,3.485632183908046,3.5,169,"Food, Restaurants, Cafes, Sandwiches, Coffee & Tea, Seafood, Breakfast & Brunch",False,2.0,u'average',True,,,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0
Jetra Foods Inc,Samurai Japanese Restaurant,V6E 1N1,1108 Davie Street,49.2805525,-123.1314877,3.490530303030303,3.5,259,"Japanese, Restaurants, Sushi Bars, Asian Fusion",False,2.0,u'average',False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
0908586 BC Ltd,Subway,V5S 4W2,7172 Kerr Street,49.21890132520001,-123.0402545981,1.96875,1.5,11,"Fast Food, Sandwiches, Restaurants",False,,,,,,7:0-22:0,7:0-22:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,8:0-22:0
Mimora Holding Inc,PappaRoti,V6G 1C3,1505 Robson Street,49.288895200000006,-123.1311439,3.9795081967213113,4.0,239,"Food, Desserts, Coffee & Tea, Sandwiches, Bakeries, Juice Bars & Smoothies, Restaurants",False,1.0,u'average',True,False,,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,9:0-22:0,9:0-22:0
Shameful Tiki Room Ltd,The Shameful Tiki Room,V5V 3P9,4362 Main Street,49.2459581833,-123.1009535263,3.983818770226537,4.0,304,"Restaurants, Cocktail Bars, Nightlife, Tiki Bars, Bars, Canadian (New), Beer Bar",True,2.0,u'average',False,,,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-1:0,17:0-1:0,17:0-0:0
RKZ Enterprises Ltd,Pedro's Organic Coffee House,V6H 3Y5,1550 Anderson Street,49.270261,-123.1363751,3.4404761904761907,3.5,37,"Coffee & Tea, Organic Stores, Bakeries, Food",,1.0,,True,,,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0
1005466 BC Ltd,Devil's Elbow Ale & Smoke House,V6B 2L3,562 Beatty Street,49.2802264,-123.1098262,3.486111111111111,3.5,175,"Smokehouse, Gastropubs, Restaurants, Barbeque, Food",True,2.0,'average',False,False,,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-1:0,11:30-1:0,11:30-0:0
JGJ Foods Ltd,Subway,V5M 4V8,"2323 Boundary Road, Suite 110",49.2636844,-123.0246925,3.0,3.0,7,"Restaurants, Fast Food, Sandwiches",False,,,False,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Westside Grind Coffee Corporation,Blenz Coffee,V6R 1P1,3698 West 4th Avenue,49.2684744,-123.1854976,3.761904761904762,4.0,16,"Cafes, Food, Restaurants, Coffee & Tea, Sandwiches",,1.0,,True,,,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,8:30-18:0,8:30-18:0
OKF Holdings Ltd,Tim Hortons,V6C 3J1,490 Hornby Street,49.2861102,-123.1163068,2.6785714285714284,2.5,9,"Fast Food, Coffee & Tea, Ice Cream & Frozen Yogurt, Food, Restaurants",False,,,,,,,,,,,,
0992621 BC Ltd,Commercial Sushi,V5N 4C1,2575 Commercial Drive,49.261742100000006,-123.0699298,3.0,3.0,53,"Restaurants, Sushi Bars, Japanese, Food",False,2.0,'average',False,,,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:0,11:30-22:0,11:30-21:30
Moja Coffee Corporation,Moja Coffee,V5L 3X2,1102 Commercial Drive,49.2746993,-123.0691712,3.932432432432433,4.0,69,"Cafes, Coffee & Tea, Restaurants, Food",False,2.0,u'average',False,,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0
Michael Frederick Brennan (Michael Brennan),The Heatley,V6A 1R1,696 E Hastings Street,49.281009000000005,-123.0897164,3.0,3.0,50,"Nightlife, Diners, Food, Pubs, Restaurants, Canadian (New), Beer, Wine & Spirits, Bars",True,2.0,u'average',False,,,,15:0-0:0,15:0-0:0,15:0-1:0,15:0-1:0,11:0-1:0,11:0-0:0
Fat Mao Kitchen Inc,Fat Mao Noodles,V6A 1Z6,217 E Georgia Street,49.2787559,-123.0989242,3.9722222222222223,4.0,175,"Thai, Restaurants, Noodles, Asian Fusion",False,2.0,u'average',False,,,0:0-0:0,11:30-20:0,16:0-21:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0
0960916 BC Ltd,Mandarin Hong Kong Cafe,V5Z 2E2,948 W King Edward Avenue,49.2485292,-123.1255278,3.4444444444444446,3.5,40,"Asian Fusion, Restaurants",True,2.0,u'average',False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Feng Rui Enterprises Inc,Kyuzo Japanese Restaurant,V6M 4J7,"5701 Granville Street, Suite 112",49.2340910614,-123.1401199847,3.0,3.0,24,"Japanese, Restaurants",True,2.0,u'quiet',False,,,17:30-23:0,17:30-23:0,17:30-23:0,17:30-23:0,17:30-23:0,17:30-0:0,17:30-0:0
1085281 BC Ltd,Golden Spring Restaurant,V5N 5E5,2461 Nanaimo Street,49.2625718787,-123.0569906572,3.0,3.0,6,"Restaurants, Seafood, Chinese",True,3.0,,False,,,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
Santouka Kamei Canada Foods Ltd,Hokkaido Ramen Santouka,V5Z 1E9,558 W Broadway,49.263088200000006,-123.1168633,3.975845410628019,4.0,202,"Ramen, Noodles, Restaurants, Soup, Japanese",False,2.0,u'average',False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
1097130 BC Ltd,Banter Room,V6B 5P9,1039 Mainland St,49.276349200000006,-123.1197528,3.475,3.5,95,"Breakfast & Brunch, Canadian (New), Nightlife, Restaurants, Bars, Adult Entertainment",True,2.0,u'average',True,,,0:0-0:0,11:0-0:0,11:0-0:30,11:0-1:0,11:0-1:0,11:0-1:0,11:0-0:0
Dosanko Restaurant Inc,Dosanko,V6A 1G9,566 Powell Street,49.2828319,-123.0919338,3.4722222222222223,3.5,85,"Japanese, Restaurants",True,2.0,u'quiet',,,,0:0-0:0,17:0-20:0,17:0-20:0,17:0-20:0,17:0-20:30,17:0-20:30,
Aperture Coffee Ltd,Aperture Coffee Bar,V5V 3P7,4124 Main Street,49.2484508,-123.1008973,3.0,3.0,25,"Restaurants, Cafes",,,,,,,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30
Takoyaki Enterprises Ltd,Toshi Sushi,V5T 4R2,181 East 16th Avenue,49.256699,-123.101936,3.987951807228916,4.0,410,"Sushi Bars, Restaurants, Japanese",False,2.0,u'average',False,,,,16:0-20:0,16:0-20:0,16:0-20:0,16:0-20:0,16:0-20:0,
Chinatown Garden BBQ Restaurant Inc,Chinatown BBQ,V6A 1T3,130 E Pender Street,49.280294,-123.1015,4.455089820359281,4.5,162,"Barbeque, Chinese, Cantonese, Restaurants",False,2.0,u'average',False,False,,0:0-0:0,11:0-19:0,11:0-19:0,11:0-18:0,11:0-19:0,11:0-19:0,11:0-19:0
Flying Fish Holdings Ltd,Ophelia,V5Y 1B8,165 W 2nd Avenue,49.2694703,-123.1080946,3.3684210526315788,3.5,14,"Mexican, Restaurants",True,,,True,,,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-22:0
Grace Of India Restaurant Ltd,Grace of India,V5V 3E1,1284 Kingsway,49.2511311,-123.0785381,3.864864864864865,4.0,32,"Indian, Restaurants, Pakistani",True,2.0,u'quiet',False,,,0:0-0:0,17:0-22:0,16:0-22:0,16:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
China Noodle Restaurant (Joyce) Ltd,Kung Fu Noodle,V5R 4J9,5615 Harold Street,49.2334900862,-123.0352291528,3.8333333333333335,4.0,25,"Restaurants, Chinese, Noodles",,,,,,,11:0-21:30,11:0-21:30,,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
Lalten Yaletown Restaurant Ltd,Tasty Indian Bistro,V6B 6K3,1261 Hamilton Street,49.274317100000005,-123.1239687,3.9657534246575343,4.0,141,"Indian, Restaurants",True,2.0,u'average',True,,,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,11:30-0:0,11:30-23:0
DD Mau Restaurants (Chinatown) Inc,DD Mau Chinatown,V6A 1T6,145 E Pender Street,49.2805781,-123.1008024,3.934210526315789,4.0,71,"Bars, Lounges, Vietnamese, Sandwiches, Nightlife, Restaurants",True,2.0,,True,,,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,
Their There Hospitality Inc,Their There,V6J 1M9,2042 West 4th Avenue,49.2679649502,-123.1511589412,3.932432432432433,4.0,69,"Breakfast & Brunch, Restaurants, Cafes, Food, Coffee & Tea",False,2.0,u'average',False,False,,,9:0-15:30,9:0-15:30,9:0-15:30,9:0-15:30,9:0-15:30,9:0-15:30
JR's Taste of Ceylon Inc,JR's Taste of Ceylon,V5N 3L8,3929 Knight Street,49.2494185,-123.07633490000002,3.0,3.0,17,"Sri Lankan, Restaurants, Malaysian, Indian",True,2.0,'average',False,,,9:0-21:0,9:0-21:0,,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
Fiore Famiglia Restaurants Ltd,Fiore Famiglia,V6K 3C2,2603 - 16th Avenue W,49.257828700000005,-123.1651169,3.864864864864865,4.0,32,"Italian, Restaurants",True,,,True,True,,17:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,10:0-22:0,10:0-22:0
THE SUNSHINE SANDWICH SHOP LTD.,Sunshine Diner,V6K 2G2,2649 W Broadway,49.264136,-123.165389,3.482394366197183,3.5,137,"Breakfast & Brunch, Sandwiches, Diners, Restaurants",True,2.0,u'average',True,,,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,8:0-16:0
Pizza Carano Restaurant Corp,Pizza Carano,V5V 4G1,4241 Fraser Street,49.24721629999999,-123.090345,4.444444444444445,4.5,130,"Pizza, Restaurants, Italian",False,2.0,'average',True,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
1105382 BC Ltd,Caffe Cittadella,V5Z 3C2,2310 Ash Street,49.264775,-123.117217,3.9652777777777777,4.0,139,"Food, Coffee & Tea, Bistros, Restaurants",False,2.0,'average',True,,,18:0-18:30,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-19:0,8:0-18:0
Cafe Crepe Inc,Cafe Crepe,V6H 3J4,2861 Granville St,49.2601704,-123.1386895,3.0,3.0,44,"Restaurants, Breakfast & Brunch, Creperies",False,2.0,u'average',True,,,,,,,,,
0783338 BC Ltd,Dylan's,V6P 1R8,561 57th Avenue W,49.2194255,-123.1180213,3.419354838709677,3.5,26,"Restaurants, Breakfast & Brunch, American (Traditional)",False,2.0,'average',True,,,0:0-0:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0
Coast Restaurants Ltd,Coast Restaurant,V6E 1A3,1054 Alberni Street,49.2846237,-123.1232331,3.4953095684803004,3.5,528,"Seafood, Restaurants",True,3.0,u'average',True,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Valuce Hospitality's Ltd,Zakkushi on Denman,V6G 2L7,823 Denman Street,49.2912053,-123.1362486,3.9752475247524752,4.0,197,"Japanese, Restaurants, Bars, Barbeque, Wine Bars, Nightlife, Food, Asian Fusion, Tapas/Small Plates, Beer, Wine & Spirits",True,2.0,u'average',False,False,,0:0-0:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0
Dutch Wooden Shoe Restaurants Ltd,Dutch Wooden Shoe Cafe,V5Z 2W4,3292 Cambie Street,49.256001700000006,-123.1148994187,3.4752475247524752,3.5,96,"Creperies, Restaurants, Breakfast & Brunch, Cafes, Diners, Modern European",False,2.0,u'average',False,,,8:0-14:30,8:0-14:30,8:0-14:30,8:0-14:30,8:0-14:30,8:0-16:0,8:0-16:0
Bon Ming Fu Wong (Bon Wong),Bon's Off Broadway,V5N 5E5,2451 Nanaimo St,49.2626943,-123.0571017,3.489754098360656,3.5,239,"Breakfast & Brunch, American (Traditional), Restaurants",False,1.0,u'loud',True,,,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,8:0-20:0,8:0-20:0
True Confections Inc,True Confections,V6G 2L8,866 Denman Street,49.2907579,-123.1361542,3.0,3.0,185,"Patisserie/Cake Shop, Bakeries, Food, Desserts",,2.0,,,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-1:0,10:0-0:0
MGI Investments Ltd,La Terrazza,V6B 6J5,1088 Cambie Street,49.2747444489,-123.119038747,3.4786324786324787,3.5,112,"Italian, Wineries, Restaurants, Food, Event Planning & Services, Wine Tasting Room, Arts & Entertainment, Venues & Event Spaces",True,3.0,u'average',True,,,0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,
Parnon Restaurant Ltd,Double DD Pizza,V6R 1N8,3510 4th Avenue W,49.2684317,-123.1821449,3.933333333333333,4.0,70,"Italian, Restaurants, Greek, Pizza",True,2.0,u'average',True,,,,,,,,,
648039 BC Ltd,Roxy Burger,V6Z 1L2,910 Granville Street,49.2801547,-123.12161609999998,3.0,3.0,76,"Burgers, Restaurants",True,2.0,'average',True,,,11:30-3:30,11:30-3:30,11:30-3:30,11:30-3:30,11:30-4:0,11:30-4:0,16:0-4:0
Daniel M Kebede (Daniel Kebede),Harambe Restaurant,V5N 4B3,2149 Commercial Drive,49.265519,-123.069867,3.958677685950413,4.0,116,"Restaurants, Ethiopian, African",True,2.0,u'average',False,,,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0
